product_id,product_title,category,day,units,revenue
169,USB Hub,electronics,2024-09-15,9,270.00
170,Face Mask,beauty,2024-09-16,12,180.00
171,Boxing Gloves,sports,2024-09-17,4,240.00
172,Action Toy,toys,2024-09-18,8,320.00
173,External Hard Drive,electronics,2024-09-19,6,540.00
174,Food Mixer,home,2024-09-20,7,350.00
175,Webcam HD,electronics,2024-09-21,5,400.00
176,Hand Cream,beauty,2024-09-22,10,200.00
177,Gym Bag,sports,2024-09-23,6,240.00
178,Puzzle Toy,toys,2024-09-24,9,180.00
179,Smart Scale,electronics,2024-09-25,4,360.00
180,Electric Grill,home,2024-09-26,3,300.00
181,Wireless Router,electronics,2024-09-27,7,490.00
182,Lip Balm,beauty,2024-09-28,15,150.00
183,Football,sports,2024-09-29,8,200.00
184,Building Kit,toys,2024-09-30,6,240.00
185,Smart Camera,electronics,2024-07-01,2,800.00
186,Toaster,home,2024-07-02,5,250.00
187,Portable Speaker,electronics,2024-07-03,9,360.00
188,Shaving Cream,beauty,2024-07-04,12,180.00
189,Weight Set,sports,2024-07-05,3,450.00
190,Doll House,toys,2024-07-06,7,350.00
191,Smart Monitor,electronics,2024-07-07,4,1200.00
192,Food Blender,home,2024-07-08,6,300.00
193,Gaming Headset,electronics,2024-07-09,8,640.00
194,Hair Gel,beauty,2024-07-10,10,200.00
195,Jump Rope,sports,2024-07-11,9,90.00
196,Toy Car,toys,2024-07-12,5,150.00
197,Smart Fan,electronics,2024-07-13,3,450.00
198,Stand Mixer,home,2024-07-14,4,400.00
199,USB Charger,electronics,2024-07-15,12,240.00
200,Body Wash,beauty,2024-07-16,8,160.00
201,Smartphone X,electronics,2024-07-17,7,840.00
202,Blender Pro,home,2024-07-18,5,250.00
203,Laptop Z,electronics,2024-07-19,6,1200.00
204,Moisturizer Cream,beauty,2024-07-20,9,270.00
205,Fitness Tracker,sports,2024-07-21,8,480.00
206,Action Figure,toys,2024-07-22,10,200.00
207,Headphones Elite,electronics,2024-07-23,4,360.00
208,Air Fryer,home,2024-07-24,3,180.00
209,Smartwatch Y,electronics,2024-07-25,7,840.00
210,Perfume Essence,beauty,2024-07-26,6,300.00
211,Treadmill Pro,sports,2024-07-27,2,1000.00
212,Building Blocks,toys,2024-07-28,8,160.00
213,Tablet S,electronics,2024-07-29,5,750.00
214,Vacuum Cleaner,home,2024-07-30,4,320.00
215,Wireless Earbuds,electronics,2024-07-31,9,540.00
216,Face Serum,beauty,2024-08-01,10,300.00
217,Yoga Mat,sports,2024-08-02,6,180.00
218,Remote Car,toys,2024-08-03,7,280.00
219,Smart TV,electronics,2024-08-04,3,1500.00
220,Coffee Maker,home,2024-08-05,5,250.00
221,Gaming Console,electronics,2024-08-06,4,1200.00
222,Lipstick Vogue,beauty,2024-08-07,8,160.00
223,Dumbbell Set,sports,2024-08-08,3,240.00
224,Puzzle Game,toys,2024-08-09,9,180.00
225,Camera DSLR,electronics,2024-08-10,2,1400.00
226,Toaster Oven,home,2024-08-11,6,360.00
227,Smart Speaker,electronics,2024-08-12,7,490.00
228,Shampoo Herbal,beauty,2024-08-13,10,200.00
229,Exercise Bike,sports,2024-08-14,1,800.00
230,Board Game,toys,2024-08-15,8,160.00
231,Wireless Mouse,electronics,2024-08-16,12,360.00
232,Microwave Oven,home,2024-08-17,5,400.00
233,Portable Charger,electronics,2024-08-18,15,450.00
234,Facial Cleanser,beauty,2024-08-19,6,180.00
235,Jump Rope,sports,2024-08-20,9,90.00
236,Stuffed Animal,toys,2024-08-21,7,210.00
237,Smart Thermostat,electronics,2024-08-22,4,600.00
238,Food Processor,home,2024-08-23,3,270.00
239,Wireless Keyboard,electronics,2024-08-24,8,480.00
240,Hair Dryer,beauty,2024-08-25,5,250.00
241,Resistance Bands,sports,2024-08-26,10,200.00
242,Model Train,toys,2024-08-27,4,360.00
243,Security Camera,electronics,2024-08-28,6,720.00
244,Blender Compact,home,2024-08-29,7,210.00
245,Smart Light Bulb,electronics,2024-08-30,12,360.00
246,Nail Polish,beauty,2024-08-31,15,150.00
247,Soccer Ball,sports,2024-09-01,8,160.00
248,LEGO Set,toys,2024-09-02,6,300.00
249,VR Headset,electronics,2024-09-03,2,1000.00
250,Electric Kettle,home,2024-09-04,5,200.00
251,Drone Camera,electronics,2024-09-05,3,900.00
252,Body Lotion,beauty,2024-09-06,9,270.00
253,Tennis Racket,sports,2024-09-07,4,320.00
254,Robot Toy,toys,2024-09-08,7,280.00
255,Smart Doorbell,electronics,2024-09-09,5,750.00
256,Air Purifier,home,2024-09-10,6,600.00
257,Gaming Mouse,electronics,2024-09-11,8,400.00
258,Eye Cream,beauty,2024-09-12,10,300.00
259,Skateboard,sports,2024-09-13,3,210.00
260,Plush Toy,toys,2024-09-14,9,180.00
261,Smart Plug,electronics,2024-09-15,12,240.00
262,Juicer Machine,home,2024-09-16,4,320.00
263,Bluetooth Speaker,electronics,2024-09-17,7,420.00
264,Sunscreen Lotion,beauty,2024-09-18,8,240.00
265,Basketball,sports,2024-09-19,6,180.00
266,Card Game,toys,2024-09-20,10,200.00
267,Smart Lock,electronics,2024-09-21,3,600.00
268,Pressure Cooker,home,2024-09-22,5,400.00
269,USB Hub,electronics,2024-09-23,9,270.00
270,Face Mask,beauty,2024-09-24,12,180.00
271,Boxing Gloves,sports,2024-09-25,4,240.00
272,Action Toy,toys,2024-09-26,8,320.00
273,External Hard Drive,electronics,2024-09-27,6,540.00
274,Food Mixer,home,2024-09-28,7,350.00
275,Webcam HD,electronics,2024-09-29,5,400.00
276,Hand Cream,beauty,2024-09-30,10,200.00
277,Gym Bag,sports,2024-07-01,6,240.00
278,Puzzle Toy,toys,2024-07-02,9,180.00
279,Smart Scale,electronics,2024-07-03,4,360.00
280,Electric Grill,home,2024-07-04,3,300.00
281,Wireless Router,electronics,2024-07-05,7,490.00
282,Lip Balm,beauty,2024-07-06,15,150.00
283,Football,sports,2024-07-07,8,200.00
284,Building Kit,toys,2024-07-08,6,240.00
285,Smart Camera,electronics,2024-07-09,2,800.00
286,Toaster,home,2024-07-10,5,250.00
287,Portable Speaker,electronics,2024-07-11,9,360.00
288,Shaving Cream,beauty,2024-07-12,12,180.00
289,Weight Set,sports,2024-07-13,3,450.00
290,Doll House,toys,2024-07-14,7,350.00
291,Smart Monitor,electronics,2024-07-15,4,1200.00
292,Food Blender,home,2024-07-16,6,300.00
293,Gaming Headset,electronics,2024-07-17,8,640.00
294,Hair Gel,beauty,2024-07-18,10,200.00
295,Jump Rope,sports,2024-07-19,9,90.00
296,Toy Car,toys,2024-07-20,5,150.00
297,Smart Fan,electronics,2024-07-21,3,450.00
298,Stand Mixer,home,2024-07-22,4,400.00
299,USB Charger,electronics,2024-07-23,12,240.00
300,Body Wash,beauty,2024-07-24,8,160.00
301,Smartphone X,electronics,2024-07-25,7,840.00
302,Blender Pro,home,2024-07-26,5,250.00
303,Laptop Z,electronics,2024-07-27,6,1200.00
304,Moisturizer Cream,beauty,2024-07-28,9,270.00
305,Fitness Tracker,sports,2024-07-29,8,480.00
306,Action Figure,toys,2024-07-30,10,200.00
307,Headphones Elite,electronics,2024-07-31,4,360.00
308,Air Fryer,home,2024-08-01,3,180.00
309,Smartwatch Y,electronics,2024-08-02,7,840.00
310,Perfume Essence,beauty,2024-08-03,6,300.00
311,Treadmill Pro,sports,2024-08-04,2,1000.00
312,Building Blocks,toys,2024-08-05,8,160.00
313,Tablet S,electronics,2024-08-06,5,750.00
314,Vacuum Cleaner,home,2024-08-07,4,320.00
315,Wireless Earbuds,electronics,2024-08-08,9,540.00
316,Face Serum,beauty,2024-08-09,10,300.00
317,Yoga Mat,sports,2024-08-10,6,180.00
318,Remote Car,toys,2024-08-11,7,280.00
319,Smart TV,electronics,2024-08-12,3,1500.00
320,Coffee Maker,home,2024-08-13,5,250.00
321,Gaming Console,electronics,2024-08-14,4,1200.00
322,Lipstick Vogue,beauty,2024-08-15,8,160.00
323,Dumbbell Set,sports,2024-08-16,3,240.00
324,Puzzle Game,toys,2024-08-17,9,180.00
325,Camera DSLR,electronics,2024-08-18,2,1400.00
326,Toaster Oven,home,2024-08-19,6,360.00
327,Smart Speaker,electronics,2024-08-20,7,490.00
328,Shampoo Herbal,beauty,2024-08-21,10,200.00
329,Exercise Bike,sports,2024-08-22,1,800.00
330,Board Game,toys,2024-08-23,8,160.00
331,Wireless Mouse,electronics,2024-08-24,12,360.00
332,Microwave Oven,home,2024-08-25,5,400.00
333,Portable Charger,electronics,2024-08-26,15,450.00
334,Facial Cleanser,beauty,2024-08-27,6,180.00
335,Jump Rope,sports,2024-08-28,9,90.00
336,Stuffed Animal,toys,2024-08-29,7,210.00
337,Smart Thermostat,electronics,2024-08-30,4,600.00
338,Food Processor,home,2024-08-31,3,270.00
339,Wireless Keyboard,electronics,2024-09-01,8,480.00
340,Hair Dryer,beauty,2024-09-02,5,250.00
341,Resistance Bands,sports,2024-09-03,10,200.00
342,Model Train,toys,2024-09-04,4,360.00
343,Security Camera,electronics,2024-09-05,6,720.00
344,Blender Compact,home,2024-09-06,7,210.00
345,Smart Light Bulb,electronics,2024-09-07,12,360.00
346,Nail Polish,beauty,2024-09-08,15,150.00
347,Soccer Ball,sports,2024-09-09,8,160.00
348,LEGO Set,toys,2024-09-10,6,300.00
349,VR Headset,electronics,2024-09-11,2,1000.00
350,Electric Kettle,home,2024-09-12,5,200.00
351,Drone Camera,electronics,2024-09-13,3,900.00
352,Body Lotion,beauty,2024-09-14,9,270.00
353,Tennis Racket,sports,2024-09-15,4,320.00
354,Robot Toy,toys,2024-09-16,7,280.00
355,Smart Doorbell,electronics,2024-09-17,5,750.00
356,Air Purifier,home,2024-09-18,6,600.00
357,Gaming Mouse,electronics,2024-09-19,8,400.00
358,Eye Cream,beauty,2024-09-20,10,300.00
359,Skateboard,sports,2024-09-21,3,210.00
360,Plush Toy,toys,2024-09-22,9,180.00
361,Smart Plug,electronics,2024-09-23,12,240.00
362,Juicer Machine,home,2024-09-24,4,320.00
363,Bluetooth Speaker,electronics,2024-09-25,7,420.00
364,Sunscreen Lotion,beauty,2024-09-26,8,240.00
365,Basketball,sports,2024-09-27,6,180.00
366,Card Game,toys,2024-09-28,10,200.00
367,Smart Lock,electronics,2024-09-29,3,600.00
368,Pressure Cooker,home,2024-09-30,5,400.00
369,USB Hub,electronics,2024-07-01,9,270.00
370,Face Mask,beauty,2024-07-02,12,180.00
371,Boxing Gloves,sports,2024-07-03,4,240.00
372,Action Toy,toys,2024-07-04,8,320.00
373,External Hard Drive,electronics,2024-07-05,6,540.00
374,Food Mixer,home,2024-07-06,7,350.00
375,Webcam HD,electronics,2024-07-07,5,400.00
376,Hand Cream,beauty,2024-07-08,10,200.00
377,Gym Bag,sports,2024-07-09,6,240.00
378,Puzzle Toy,toys,2024-07-10,9,180.00
379,Smart Scale,electronics,2024-07-11,4,360.00
380,Electric Grill,home,2024-07-12,3,300.00
381,Wireless Router,electronics,2024-07-13,7,490.00
382,Lip Balm,beauty,2024-07-14,15,150.00
383,Football,sports,2024-07-15,8,200.00
384,Building Kit,toys,2024-07-16,6,240.00
385,Smart Camera,electronics,2024-07-17,2,800.00
386,Toaster,home,2024-07-18,5,250.00
387,Portable Speaker,electronics,2024-07-19,9,360.00
388,Shaving Cream,beauty,2024-07-20,12,180.00
389,Weight Set,sports,2024-07-21,3,450.00
390,Doll House,toys,2024-07-22,7,350.00
391,Smart Monitor,electronics,2024-07-23,4,1200.00
392,Food Blender,home,2024-07-24,6,300.00
393,Gaming Headset,electronics,2024-07-25,8,640.00
394,Hair Gel,beauty,2024-07-26,10,200.00
395,Jump Rope,sports,2024-07-27,9,90.00
396,Toy Car,toys,2024-07-28,5,150.00
397,Smart Fan,electronics,2024-07-29,3,450.00
398,Stand Mixer,home,2024-07-30,4,400.00
399,USB Charger,electronics,2024-07-31,12,240.00
400,Body Wash,beauty,2024-08-01,8,160.00
401,Smartphone X,electronics,2024-08-02,7,840.00
402,Blender Pro,home,2024-08-03,5,250.00
403,Laptop Z,electronics,2024-08-04,6,1200.00
404,Moisturizer Cream,beauty,2024-08-05,9,270.00
405,Fitness Tracker,sports,2024-08-06,8,480.00
406,Action Figure,toys,2024-08-07,10,200.00
407,Headphones Elite,electronics,2024-08-08,4,360.00
408,Air Fryer,home,2024-08-09,3,180.00
409,Smartwatch Y,electronics,2024-08-10,7,840.00
410,Perfume Essence,beauty,2024-08-11,6,300.00
411,Treadmill Pro,sports,2024-08-12,2,1000.00
412,Building Blocks,toys,2024-08-13,8,160.00
413,Tablet S,electronics,2024-08-14,5,750.00
414,Vacuum Cleaner,home,2024-08-15,4,320.00
415,Wireless Earbuds,electronics,2024-08-16,9,540.00
416,Face Serum,beauty,2024-08-17,10,300.00
417,Yoga Mat,sports,2024-08-18,6,180.00
418,Remote Car,toys,2024-08-19,7,280.00
419,Smart TV,electronics,2024-08-20,3,1500.00
420,Coffee Maker,home,2024-08-21,5,250.00
421,Gaming Console,electronics,2024-08-22,4,1200.00
422,Lipstick Vogue,beauty,2024-08-23,8,160.00
423,Dumbbell Set,sports,2024-08-24,3,240.00
424,Puzzle Game,toys,2024-08-25,9,180.00
425,Camera DSLR,electronics,2024-08-26,2,1400.00
426,Toaster Oven,home,2024-08-27,6,360.00
427,Smart Speaker,electronics,2024-08-28,7,490.00
428,Shampoo Herbal,beauty,2024-08-29,10,200.00
429,Exercise Bike,sports,2024-08-30,1,800.00
430,Board Game,toys,2024-08-31,8,160.00
431,Wireless Mouse,electronics,2024-09-01,12,360.00
432,Microwave Oven,home,2024-09-02,5,400.00
433,Portable Charger,electronics,2024-09-03,15,450.00
434,Facial Cleanser,beauty,2024-09-04,6,180.00
435,Jump Rope,sports,2024-09-05,9,90.00
436,Stuffed Animal,toys,2024-09-06,7,210.00
437,Smart Thermostat,electronics,2024-09-07,4,600.00
438,Food Processor,home,2024-09-08,3,270.00
439,Wireless Keyboard,electronics,2024-09-09,8,480.00
440,Hair Dryer,beauty,2024-09-10,5,250.00
441,Resistance Bands,sports,2024-09-11,10,200.00
442,Model Train,toys,2024-09-12,4,360.00
443,Security Camera,electronics,2024-09-13,6,720.00
444,Blender Compact,home,2024-09-14,7,210.00
445,Smart Light Bulb,electronics,2024-09-15,12,360.00
446,Nail Polish,beauty,2024-09-16,15,150.00
447,Soccer Ball,sports,2024-09-17,8,160.00
448,LEGO Set,toys,2024-09-18,6,300.00
449,VR Headset,electronics,2024-09-19,2,1000.00
450,Electric Kettle,home,2024-09-20,5,200.00
451,Drone Camera,electronics,2024-09-21,3,900.00
452,Body Lotion,beauty,2024-09-22,9,270.00
453,Tennis Racket,sports,2024-09-23,4,320.00
454,Robot Toy,toys,2024-09-24,7,280.00
455,Smart Doorbell,electronics,2024-09-25,5,750.00
456,Air Purifier,home,2024-09-26,6,600.00
457,Gaming Mouse,electronics,2024-09-27,8,400.00
458,Eye Cream,beauty,2024-09-28,10,300.00
459,Skateboard,sports,2024-09-29,3,210.00
460,Plush Toy,toys,2024-09-30,9,180.00
461,Smart Plug,electronics,2024-07-01,12,240.00
462,Juicer Machine,home,2024-07-02,4,320.00
463,Bluetooth Speaker,electronics,2024-07-03,7,420.00
464,Sunscreen Lotion,beauty,2024-07-04,8,240.00
465,Basketball,sports,2024-07-05,6,180.00
466,Card Game,toys,2024-07-06,10,200.00
467,Smart Lock,electronics,2024-07-07,3,600.00
468,Pressure Cooker,home,2024-07-08,5,400.00
469,USB Hub,electronics,2024-07-09,9,270.00
470,Face Mask,beauty,2024-07-10,12,180.00
471,Boxing Gloves,sports,2024-07-11,4,240.00
472,Action Toy,toys,2024-07-12,8,320.00
473,External Hard Drive,electronics,2024-07-13,6,540.00
474,Food Mixer,home,2024-07-14,7,350.00
475,Webcam HD,electronics,2024-07-15,5,400.00
476,Hand Cream,beauty,2024-07-16,10,200.00
477,Gym Bag,sports,2024-07-17,6,240.00
478,Puzzle Toy,toys,2024-07-18,9,180.00
479,Smart Scale,electronics,2024-07-19,4,360.00
480,Electric Grill,home,2024-07-20,3,300.00
481,Wireless Router,electronics,2024-07-21,7,490.00
482,Lip Balm,beauty,2024-07-22,15,150.00
483,Football,sports,2024-07-23,8,200.00
484,Building Kit,toys,2024-07-24,6,240.00
485,Smart Camera,electronics,2024-07-25,2,800.00
486,Toaster,home,2024-07-26,5,250.00
487,Portable Speaker,electronics,2024-07-27,9,360.00
488,Shaving Cream,beauty,2024-07-28,12,180.00
489,Weight Set,sports,2024-07-29,3,450.00
490,Doll House,toys,2024-07-30,7,350.00
491,Smart Monitor,electronics,2024-07-31,4,1200.00
492,Food Blender,home,2024-08-01,6,300.00
493,Gaming Headset,electronics,2024-08-02,8,640.00
494,Hair Gel,beauty,2024-08-03,10,200.00
495,Jump Rope,sports,2024-08-04,9,90.00
496,Toy Car,toys,2024-08-05,5,150.00
497,Smart Fan,electronics,2024-08-06,3,450.00
498,Stand Mixer,home,2024-08-07,4,400.00
499,USB Charger,electronics,2024-08-08,12,240.00
500,Body Wash,beauty,2024-08-09,8,160.00
501,Smartphone X,electronics,2024-08-10,7,840.00
502,Blender Pro,home,2024-08-11,5,250.00
503,Laptop Z,electronics,2024-08-12,6,1200.00
504,Moisturizer Cream,beauty,2024-08-13,9,270.00
505,Fitness Tracker,sports,2024-08-14,8,480.00
506,Action Figure,toys,2024-08-15,10,200.00
507,Headphones Elite,electronics,2024-08-16,4,360.00
508,Air Fryer,home,2024-08-17,3,180.00
509,Smartwatch Y,electronics,2024-08-18,7,840.00
510,Perfume Essence,beauty,2024-08-19,6,300.00
511,Treadmill Pro,sports,2024-08-20,2,1000.00
512,Building Blocks,toys,2024-08-21,8,160.00
513,Tablet S,electronics,2024-08-22,5,750.00
514,Vacuum Cleaner,home,2024-08-23,4,320.00
515,Wireless Earbuds,electronics,2024-08-24,9,540.00
516,Face Serum,beauty,2024-08-25,10,300.00
517,Yoga Mat,sports,2024-08-26,6,180.00
518,Remote Car,toys,2024-08-27,7,280.00
519,Smart TV,electronics,2024-08-28,3,1500.00
520,Coffee Maker,home,2024-08-29,5,250.00
521,Gaming Console,electronics,2024-08-30,4,1200.00
522,Lipstick Vogue,beauty,2024-08-31,8,160.00
523,Dumbbell Set,sports,2024-09-01,3,240.00
524,Puzzle Game,toys,2024-09-02,9,180.00
525,Camera DSLR,electronics,2024-09-03,2,1400.00
526,Toaster Oven,home,2024-09-04,6,360.00
527,Smart Speaker,electronics,2024-09-05,7,490.00
528,Shampoo Herbal,beauty,2024-09-06,10,200.00
529,Exercise Bike,sports,2024-09-07,1,800.00
530,Board Game,toys,2024-09-08,8,160.00
531,Wireless Mouse,electronics,2024-09-09,12,360.00
532,Microwave Oven,home,2024-09-10,5,400.00
533,Portable Charger,electronics,2024-09-11,15,450.00
534,Facial Cleanser,beauty,2024-09-12,6,180.00
535,Jump Rope,sports,2024-09-13,9,90.00
536,Stuffed Animal,toys,2024-09-14,7,210.00
537,Smart Thermostat,electronics,2024-09-15,4,600.00
538,Food Processor,home,2024-09-16,3,270.00
539,Wireless Keyboard,electronics,2024-09-17,8,480.00
